,text,target
5990,nvidia s tegra video augmented reality zombies come to life too bad the zunehd doesn t have a camera built in,0
5991,is continuing the trend yet again and was up at,0
5992,i am getting behind replying to ppl on here and at sorry guys i am so busy with work,0
5993,worried about this sore throat,0
5994,sonny with a chance is an awesome show it s one of my new faves,4
5995,great workout today miles yay me now lunch before heading to the pool can t wait for the lake show tonight,4
5996,walter cronkite gravely ill,0
5997,and a belated good morning to all,4
5998,my mom bought me track shoes you know what that means i m not joining track haha maybe,4
5999,a million miles from cruising round north cornwall in the fti bus,4
6000,wtf i have pink eye,0
6001,bret michaels at i cannot wait tonite is gonna rock aint lookin for nothin but a good time and it dont get better than this,4
6002,heh heh dirty is always good gurl i like how you think,4
6003,taking nya arion tamika out for a surprise trip to the baltimore aquarium they have no idea,4
6004,had a good time it was good seein all the friends at my house can t wait for summer time chillin at the pad with everyone gooodnight,4
6005,listening to angels demons and da vinci code osts didn t like the movies much but the music is heaven it s making me teary eyed,0
6006,andrew you re pokemon obsessed lol,4
6007,that makes me upset,0
6008,i love appreciative people,4
6009,just finished packing i guess we can say i m a procrastinator oh well going bed no sleep in hours hav get up,0
6010,do you know when tony s round ireland with a fridge is going to come out micheal sheen would have made a good him,4
6011,oh look it s actually you on twitter yay,4
6012,someone just said ast least your pretty thanks but but being pretty gets you nowhere you have to much integrity,0
6013,you re famous though an unfortunate choice of tweets perhaps,4
6014,i want you back in brasilia,0
6015,mini rant for fb why not update within app why lose login info and chinese as default download language really,4
6016,had a dream i brought and to kings island it was pretty sweet bummed they re in poughkeepsie hours before me,0
6017,great i am a lover of pf chang s lettuce wrap won t be bothering with that anymore,0
6018,ah ispoke too soon winfox is not what i wanted but its cool,4
6019,goodmorning happy iphone day dammit stupid sprint bill for being so redic cheap i wud have left u yrs ago for at t iphone is my tru,0
6020,so tired this drive sucks suddenly i m really missing eeh what s the use,0
6021,thinking time eh i m online banking still waiting for move date but otherwise ok mustn t grumble as they say,4
6022,has just realized that high school is almost really over,0
6023,wishing my husband good luck with his exams today,4
6024,thanks so much for the video just wondering which ones can be used on sensitive skin xxx,4
6025,b happy on ur happiest day,4
6026,shepler yup,4
6027,english exam over,4
6028,i don t no u could just not bother me helpful,4
6029,relaxing i dont want the weekend to end tomorrow,0
6030,i ll say yes to that,4
6031,lmao am right now there so yes all the people still talking should be asleep have to get up soon lol,4
6032,only started using slimtimer again yesterday and todays its down,0
6033,it was a funny movie and yes our bags finally did arrive but i forgot my toiletries though so had to buy all new things here,4
6034,so sorry to hear of the loss cruelties of nature are never uplifting news,0
6035,thank the stars ie is dead hopefully they pick webkit and join the crowd microsoft has a serious case of nih,4
6036,the mizzie one lmao mizzie nizzie man i m not with it today aww hun don t feel bad i m honestly happy to do it,4
6037,chill it tonight or go out hmmm either way tgif one more week loves,4
6038,we already advised on what is causing his problem and what he needs to do to resolve it we are ready to help,4
6039,wow tired lol,4
6040,i just need a hug you know but nobody believes me nobody helps me and fans in other cities knew them,0
6041,red sox game o lets kick some gay fish ass,4
6042,i dunno why but it hurts deep inside,0
6043,didn t even reply to me about how old you are tomorrow,0
6044,aah still so much time until the bruins play what may be their last game this year,0
6045,loved the watersports festival we played on the back of a lorry,4
6046,wishes they d fix kyte chat,0
6047,my mum was not happy with my report,0
6048,this has to be the most bored i ve been ever,0
6049,got a hectic sore throat so going to be working from home today,0
6050,having a crazy day ugh just got home after wk bs meetings all day now football practice till pm haven t even had lunch,0
6051,i feel disgusting today,0
6052,i don t know why either it says when i go to your page following,0
6053,i tried but the people i was with didn t have time,0
6054,everyone i can t send you a dm if you are not following me that hurts sadfaced me,0
6055,me but i m in brooklyn,0
6056,neeeeda pee and i had a great bday weekend wo woo,4
6057,wsbk live stream doesn t work in firefox,0
6058,fantasmic got cleaned up so it looks cool and shiny xd but they didn t have a dragon,0
6059,hahahaha are u fucking serious que te hicierooon,0
6060,is meant to be revising but hot fuzz is too tempting,4
6061,ohhh laurie i have never been so dispaointed in you,0
6062,celebrating the best mom ever today just wish we were in the same town,0
6063,is waking up and it is only am,0
6064,yum hopefully you made it right this time,4
6065,was good to see stoked for your big move buddy time to party in ny woot,4
6066,i ve still had hashtags feeding through may have been a partial outage,0
6067,hey rex why isn t slu law on that list,4
6068,oh how i miss last summer i need a pool,0
6069,outtsiidee playing with thee dogg than soccer with broo,4
6070,starting phase of operation be productive pack clothes can t find pink tank top oh no,0
6071,blahhh so tired so sore needs tons of sleep but on the upside cali in six days,0
6072,when did donnie come out to the buses in greenville anyway must ve been after we left,0
6073,oi monday last girl scout meeting til september,0
6074,ya know if you ever have travelers looking for local brews you should send them in were only about min away,4
6075,of course for me for u,4
6076,putting up my th hub for hubchallenge day only more days to go hubs only more to go hubchallenge,4
6077,it just hit me that i still haven t gotten over the fact all though its been weeks that he s gone,0
6078,sonntags is immer alles doof,0
6079,still not got a new debit card one is not amused,0
6080,yeah posterous is a really cool site i like the way they do email posts,4
6081,like my new life,4
6082,sorry guys the wavves show was canceled they missed their flight,0
6083,having chinese food for lunch i am so not going to fit in my clothes on thurs fri,0
6084,oh that sucks i hate it when my bag is heavy i get soooo sore xp lol,0
6085,hate my phone need money for tattoos need to finish back piece,0
6086,waiting for annie to visit,4
6087,up before logged in and working and my fiance is still all snuggly in bed hhmmph,0
6088,thanks to everybody that did ff i was outta commission for a few days but im back but im not wireless but i got ethernet,0
6089,back from school sup peop xd,4
6090,i swear to god if we could run cars on snot we would never have to worry again urghh i hate having a cold right as soon as summer begins,0
6091,awww gotta hope mother comes back soon before he comes in the front room darent walk into kitchen incase,0
6092,your not my whole life is a lie hugs to mabes,0
6093,submit,4
6094,i m supposed to be the one who falls in love with cute french ladies,0
6095,i like that gonna have to re tell,4
6096,who s in the house missy is in the house holla back tweeps,4
6097,it was great reading about your reunion on twitter mandel sounds like u had a gr time,4
6098,you re welcome,4
6099,mr pete is being a dick too,0
6100,has caught the sun glorious weather bored as now though and hay fever cold is driving me nuts,0
6101,going out to buy a costume for the carneval tomorrow,4
6102,bored and going crazy i hate this,0
6103,ah shucks thanks,4
6104,my eyes are hurting,0
6105,in twitting mode mood today yay,4
6106,can t effin focus auditing charts sucks when you have a headache,0
6107,oh my well i m and have no social life due to full time university and two jobs but both jobs are in editing,4
6108,i m going to bed now tomorrow is going to be rough my mom who lives downstairs is leaving for months my son is going to be a wreck,0
6109,i could seriously go back to sleep working tonight w mitch but toni won t be there it s not the same but i hope it s fun ilu,0
6110,nope wanna tho x,0
6111,no no thank you for your love and support,4
6112,i miss my kitty i dont even want to go home because i wont have my cuddle buddy anymore no more sneaking her food sign im sad,0
6113,oo i love gossip girl,4
6114,found lily the jailbreaking hamster earlier this evening that was a relief she is grounded,0
6115,the weekend was a blast i had a great time on saturday now back to the usual routine yay,0
6116,haha that s gross haha i m not playing jack afterall it blows,0
6117,i cry at that one its not finished yett,4
6118,come on you brits get voting i would but y know canada,4
6119,i feel iffy,0
6120,pool time i hope i dont get sunburned again,0
6121,could you play ntt soon i miss those games,4
6122,playin w the kids,4
6123,sometimes when i see how my kids respond to situations its like watching myself sometimes that s not a good thing,4
6124,actually i had maybe i should put my web cam on,0
6125,i forget and text both anyway,0
6126,sigh i got a new phone it s not a blackberry either it sucks eggs,0
6127,so i got seven hours of sleep last night which is great but now i can t sleep again back to getting three to four hrs,0
6128,i m really sorry to hear that you re so down,0
6129,i m on the phone w my love and he just told me that he doesn t miss me,0
6130,nuh uh i only recognized one of the shows too how sad,0
6131,welcome new followers me so i can follow you back looking forward to new tweetventures w all of you,4
6132,your such a thugs what are you getting into today,4
6133,i wish i was allowed to do that,0
6134,i am at home relaxing just got done cleaning my weekend was awesome,4
6135,but u re coming here yay so i see that as a congestively good month of sports event,4
6136,the others have tinked and i told them g morning so i thought i d go ahead and tell you too as well,4
6137,goodnight ryan,4
6138,hey its the dragon arm man you tore urself away from fb to say howdi to us tweeters p miss my d town crew,4
6139,looking through graduation cards and watching tv,4
6140,it s officially been hours since i last watched chuck that s the longest period i ve gone without it for days,0
6141,blogger friendly is that a thing now or do you just mean that have working wifi,4
6142,oh in the old office i was in laguna then when the rallies were happening sorry about that,0
6143,is hanging with the family for a change,4
6144,i r level on my tarcher,4
6145,gone for a shower guys ill be back x,4
6146,is really poorly,0
6147,i havent seen you in like a day or two thats too long,0
6148,i have to look after my baby sister i can t do anything else as long as she s around,0
6149,i wanna go home,0
6150,good morning twittter tveee fruitloops until daddy gets home so we can shop adam s grad mass later sleeepover,4
6151,ok thanks,4
6152,waaaaa mtv movie awards pm,4
6153,the cure is doing a he set and we keep getting closer and closer,4
6154,late start this morning on the links due to rain cart path only made for a longer round shot today no roll pn the fairways,0
6155,when in doubt always blame the accoustics,4
6156,i m sorry that was mean,0
6157,heyy we all needa hang out soon,4
6158,watching food network multitasking english homework and writing for my own self entertainment,4
6159,im fallin asleep this is the only thing keeping me from sleeping,0
6160,after boot of gumbo the code hinting is back,4
6161,off to visit grandparents but they live in a vodafone dead zone so not tweets for a while,0
6162,meatball thing wow its alot but messy,0
6163,wishes that this wasn t happening i still love you,0
6164,hi i am a hippie a writer ve had anxiety a few times ive got babyboomer parents n i really like your backround for yur pg,4
6165,im so tired always tired always work to do sigh new assignments tomorrow,0
6166,good night i love my football girls,4
6167,i used my teef whiteners now my teeth hurt too like yours did yesterday,0
6168,has really hurt her nail ouuchhh,0
6169,hug i hope pray everything will be okay or something will be figured out to help him hang in there,0
6170,insomnia probably due to impending surgery stuff i can t do anything about had to vent,0
6171,bleh i m confused,0
6172,ah finally remembered to do my devo just saw some idiot reversing on hebron wow,4
6173,i l look well i hope hope you have a wonderful time i envious,4
6174,she is kinda upset tho that the deer have been eating off her tulip tops sorry mommy breakfast was great tho,0
6175,you re pregnant,4
6176,awuh derek bought me flowers and reeses pieces yay for not being a deadbeat and thank you for thinking about me,4
6177,watching the hills,4
6178,homeward bound with,4
6179,could we have the sun back in london please thank u,4
6180,ahhh slept in need shower then f lol see you guys in chat soon,4
6181,yea i know as she tells me all late and shit i wont be there til tom,0
6182,the worst thing about this series being over is no more tnt inside the nba,0
6183,i dont own gremlins or bill ted no matter how many dvds i have they re always more i want cant find my follow that bird disc booo,0
6184,yeh i was guna ask if you still wanted the shoes i don t know when i ll be around though i m too poor even for a train ticket,0
6185,role models rachel getting married seven pounds and the changeling should be a good weekend for movies i haven t seen,4
6186,lol well i ll take that as a compliment cuz is a hottie,4
6187,im at work and im gonna miss it,0
6188,i know,0
6189,gutted our bad luck sure does continue though was kinda to be expected against liverpool,0
6190,vi no youtube d gravaram do dc on demand,4
6191,i m going to practice driving today my driving test is next thursday i regret lagging for so long could ve had a license by now,0
6192,i m here i slept talked to tiff a am i just woke up boo,0
6193,cant contact the russians victoriya writes like a retarded gazel why a gazel idk i just want to talk to my wife halp,0
6194,is watchin insert infotainment jessi is out from the list kita pake mobil apa nanti,4
6195,well that still counts haha,4
6196,trained the intern girls this morning cheered on chano as he ran his mile all this physical activity and i got none,0
6197,going to watch up in d i seriously love this film,4
6198,well the wet weather gear has got a good workout today pleased to report that it s wet and i m dry,4
6199,learned to put gas in a car move n up in life,4
6200,time for bed im mad thirsty though boring day ahead of me no bootz til next sunday arrrrrrrrr whats an explora to do,0
6201,ready to go party i wish belle and chellz were going though tear,0
6202,youth camp is over i hate that,0
6203,off watch the g and his team kick some a at the ballpark woooeeeahhhhh,4
6204,in a very shitty mood cuz i slept this afternoon i hate this fought with my little brothers everything hurts,0
6205,works the same on the husband,4
6206,im sad i wanna be there,0
6207,may cut off her foot today and again is basically the only one working,0
6208,sooo good to hear,4
6209,it is so unfair,0
6210,photovia fuckyeahskinnybitch outfit is bomb,4
6211,and i can not find the dang petco receipt aagh i didn t even think i d need it to return a deceased hammy,0
6212,me toooooo thank u,4
6213,christening went well now for food and beer unless your driving like me lol,0
6214,kickin ass in poker too bad it s only on my blackberry,0
6215,melacar why are you mad,0
6216,i ve moved on to lunchtime foods popcorn,4
6217,queen yes i do like flake or a snowflake maybe white chocolate yum,4
6218,nyoba bongkar theme tp kok susah yah,0
6219,life i m sorry i don t really like using msn,0
6220,i really fancy some more beer garden heavy drinking action probably wouldn t help tomorrows revision plan though,0
6221,i ve eaten so much chinese food that i don t think there is any room left for beer,0
6222,is depressed cause her twin deleted her account,0
6223,agh why is this school so warm and why are the uniforms so wintery,0
6224,so easy a caveman can do it,4
6225,im ditching chey sorry,0
6226,misses acting,0
6227,haha yeah i live off it ill make you one of my tofurkey sandwhiches one of these days,4
6228,geneg i agree someone should do this study,4
6229,ok the hangover was frackin awesome larger than life definitely not for the younglings though,4
6230,any dates in belfast tbc derrys too far,0
6231,nice site from a new aussie wine loving friend,4
6232,so im super hungry got sum chik broc w r it was nastyyyy now wtf ima eat,0
6233,sounds like hiring babysitter w a businessplan sweet,4
6234,many thanks for the followfriday more sleeps until the release of canadian survey of giving and volunteering csgvp,4
6235,i was go the middle of watching strong baby by seungri and the stupid power went out,0
6236,i love greenday too,4
6237,lying in bed wishing it was warmer so i don t have to wear a hoodie,0
6238,headin to chuuurch,4
6239,god why so many cases of anorexia why this extremism for being beautiful this not it s well,0
6240,yes mama it will go away,0
6241,hey thanks for commenting ddd i so went fan girl lol,4
6242,don t think that we can hang out before she leaves i m really gonna miss her so much doing quizzing i guess,0
6243,eating a sandwich can t wait till i can buy my iphone,4
6244,tried to do the iran protest but clicked the wrong button and now i cant do it again,0
6245,thanks for rubbing it in jerk where are you guys going this weekend,0
6246,today i did my moms nails its very difficult to do those french tips s,4
6247,bakerzin is having off their chocolate amer cakes for the month of may i only found out on the last day today,0
6248,very sorry for malkin i think there is a chance he could be left without stanley cup and no world cup,0
6249,its good to see you back better,4
6250,hope you are alright man and i hope it wasnt me that banged it up,0
6251,babar i home now,4
6252,good morning twitterland preparing to get my day started i pray that i m successful in my quest wish me luck,4
6253,hello everyone it s a wonderful sunny day outside,4
6254,wired mag needs to seriously chill out i just renewed barely months ago yet they ve already sent me renewal letters for next year,0
6255,awesome an old lady drove into our new car while it was parked only miles on it and a smashed fender,0
6256,it really was delicious bc there is no more,4
6257,want a band aid or a cookie there are lots of cookies vodka,0
6258,unless unless liam neeson regularly walks around in costume then maybe it was the real qui gon jinn,4
6259,and i ve replied,4
6260,omg you were in manhattan,0
6261,misses you,0
6262,but i want the real miranda to know who i am,0
6263,lets hope it gies down well i didn t know what to get i know that eps on later tonight see him hand it over to conan,0
6264,going to bed now finished spanish finally funeral tomorrow,0
6265,i moved out of windsor to abudhabi in march i missed the race both ways,0
6266,awww good good good luck i think its and then they are on,4
6267,you should have a gander at it i tried tweetdeck but twhirl is prettier,4
6268,enjoyed harley s set a lot bit then again i like weird sets,4
6269,more days of school,4
6270,is at work,0
6271,ugh woke up a flat tire,0
6272,so cold today kinda feeling a bit blue from all this cold,0
6273,i have a temperature of oh nooooooo,0
6274,i ve been forgetful today the witness protection mask cuts off circulation to the brain you know,0
6275,and now it s raining again this side of manila where s the sun,0
6276,good luck hope you re driving my car is in pinole,0
6277,and an assistant,4
6278,brett and todd just leaving dinner was amazing though,0
6279,added a rd pic at bottom of page no splitter nascar,0
6280,whoa the hotel room kirsty and stephan were staying in was huge it had a jacuzzi and sauna in the room,4
6281,just broke up with my rbffl now i m looking for a new one if i cant get my old one back i m pulling a paris,0
6282,ok brother i dunno how to respond to ur messages i m on my iphone that s prob y lol love u i ll talk to u tomo,4
6283,have you written a piece on obama s cairo oration,4
6284,aw haha not much listening music aha you xxxxxxxxx,4
6285,hahaha yeah you re right forgot that part,4
6286,what a shit fuck day i m ready to punch a wall this sucks ass,0
6287,librain not in the champers jellytots as nibbles,4
6288,happy fathers day to all fathers miss my dadddy,0
6289,they answered my question,4
6290,bsb s new album will b called this is us can t wait for the release,4
6291,thinking about resubbing to wow,0
6292,ohh is that like our confirmation the video with that camara man that was there ohh ok yup we need to make planes haha,4
6293,places around shanksville,4
6294,yar agr sab change kar leen gay to twitter samghay ga spamming ho rahi hai like iran elec ki tarha what u say,0
6295,i m going to a meeting brb,0
6296,wow let s stop here it feels good,4
6297,i think it s time to go for an extended summer vacation,4
6298,can t sleep cos her dumbfuck boyfriend woke her up,0
6299,don t think so last i remember was running away from evil aliens cursing my dumbass flamethrower should ve watched mygyver,0
6300,firey how umm appropriate considering the other line of work he is in,0
6301,i am very craky for some reason gettiing ready to go to the city,0
6302,happy birthday danny i wish i could be there and celebrate w u i ll be thinking of you have fun and send us some twitpics,4
6303,at stephs house eating her chocolate cake,4
6304,i heart the boob tube,4
6305,making you thirsty,4
6306,thanks for the follow fridays,4
6307,argggg lost aqjtdd vs ajt on j dd turn k river cant even count how many outs i had on the flop and turn all i know a lot,0
6308,watching final destination,4
6309,lol you might as well be calling them here kitty kitty,4
6310,ugh i m sick plus this test on monday royally sucks,0
6311,quick tip don t lie to get into market research they are quizing me about books i falsely claimed to have read i just wanted the cash,0
6312,just maybe,4
6313,the advertisement on the taxi tells me to stop starving for attention but i can t help it,4
6314,caro i must confess you my guitar is broken i m so sad its very important to me i cant stop crying luv ya,0
6315,night to people who are going,4
6316,happy friday it s a bit cloudy here could get rain today no matter make the most,4
6317,i think my life is horrible,0
6318,morning i noticed you went back to color,4
6319,yes i want friday to come too i miss my friends,0
6320,watching wild hogs,4
6321,days til phelpsy s bday my calendar tells me so i can t wait til december i love the pic of him,4
6322,i really wish i could come but you know the situation for me and my mum is hardly going to takeme to london,0
6323,we re open come on in today for all your italian needs we aren t the cheapest but we are the best via mtbiz,4
6324,yay you re a red sox fan,4
6325,ok gang over and out going to spend some time with the kids,4
6326,having all this week having to do coursework for chemistry physics and biology for the igcse s,0
6327,so im at the wave pool and my ipod is gone it has all my pics on it i hope it was insured,0
6328,twihirl tweetdeck dont support indic font as now me to having problem,0
6329,going on a walk thru in seattle almost days of no rain in seattle but it looks like it might end today,0
6330,taking son to have his braces taken of big day in teen age boy s life,4
6331,honey you dont need no man i moved out to la and made my way just fine without one,4
6332,did u hear niley s new duet,4
6333,no no no no no no no no no no no no dont wanna be at work for three more hours its hot and i have to deal with annoying fucks,0
6334,go heels next coastal carolina for the fail pm tomorrow be there heels ftw all the way to omaha,4
6335,want to go to bed but its only,0
6336,haha i know what you mean i hope you feel better soon,4
6337,wide awake,0
6338,you didnt call e no ps i love you,0
6339,uh oh does that mean u can t come for the launch party tomorrow,0
6340,can t wait to see steph,4
6341,is sick ehhh i hate it lucky day off tomorrow,4
6342,bruce campbell say hi from his fan,4
6343,i want a chocolate mann,0
6344,happyg random act of kindness smile,4
6345,i have the greatest boyfriend,4
6346,is looking forward to windsor races tomorra whoop but is gutted she missed out on free tickets for the th sniff sniff,0
6347,hmph not pretty but i m fixin it up right now,0
6348,my vacation to kansas now includes my mother in law,0
6349,awww thanks for showing me that that made my day i m still sick,0
6350,i saw the kill point thought it was fab im trying to get hold of southie now but im not having much luck x,0
6351,silence doesnt it all totally suck,0
6352,yeah i think you deserve one good luck for tomorrow though x,4
6353,time to watch kim khloe and kourt on keeping up with the kardash,4
6354,mvizdos thanks for the training got back to find out that we only completed story this iter and corporate is coming to our review,0
6355,uh what i do,4
6356,schoooool then again with hails bye,4
6357,that is so true people think by going to more shows they are more of a fan which is not how it is fans are fans period,4
6358,wow chaneles nephew passed away yesterday he was part of a drive by and got shot times for no reason and she still came to work,0
6359,currently in high streets had fun today with micah and mama mellie now with dad,4
6360,going borders now,4
6361,that was how i felt when i watched it after s and now you understand why we all say damn towel,4
6362,that made me fall in love with you dakota are you in love with me too,4
6363,starting to wonder what i m going to do with all that free time when degree is done wooohoooo getting excited better calm down,4
6364,still hungry help me frank,0
6365,i agree with you it has rained all day here our garden is completely under water,0
6366,stop rainging please,0
6367,i actually love george vicky thankyou sweeeetumses,4
6368,eating with girls good times,4
6369,george t r knight is leaving grey s,0
6370,she s amazing,4
6371,murph your a sickooo aha but i watch satc re runs all the time xx,4
6372,working on a post last nite how mother s day isn t the same w o my mom lost her yrs ago of days i miss her most sorry,0
6373,watching last nights,4
6374,yeah jack suggested the sp as well but it s over my budget,0
6375,at work but i just wanna go home,0
6376,oh really i just thought confession is just such an awesome platform to spill the beans to a large audience,4
6377,wth is this tweet o,0
6378,mw i would like sum good perks some where ok but i want something to wow me,4
6379,i dnt wanna give away my dog i love her,0
6380,damn there wasn t supposed to be an apostrophe there,0
6381,i really miss my hair,0
6382,ugggggg just woke up sooooo early excited to see my lady today,4
6383,q q strivin to be nice and cool but also avoiding them if i can bad story i once called my exbf by his twin bro s name,4
6384,just got back from a run i m feeling grrrrrreeeeeaat,4
6385,just joined twitter sooo confused,0
6386,thank you is it your bday too have a good one,4
6387,thank you to everyone who responded to my question re father s day gifts t isn t letting me reply directly to you,0
6388,will do the waffles and the beer are also my two favourite things about belgium,4
6389,ok yall its time for me to go to my room cuddle wit sasha lol see yall later alligators happy mothers day to da moms moms be,4
6390,is officially being sick on your birthday is not exactly a great present though,0
6391,ok off to work takign it for granted that work is only m s away lol liking this highwaisted skirt never worn it before xx,4
6392,awwww jeremy you re so sweet buddy and don t worry you ll never loose me to someone else,4
6393,f cking i missed the last fringe,0
6394,spending an awesome time with rayas mom,4
6395,on the train back in to ndc in oslo it s raining today and i am wet l,0
6396,you said it he hasn t changed in years i saw an old interview same danny,4
6397,damn wish i lived in sydney why don t you guys move to melbourne thatd be awesome stay cool xo,4
6398,going out for breakfast with keith and then doing nothing,4
6399,last night i dreamt that rapper ice t robbed my store sounds funny now but it was scary,0
6400,hi just checked an haven t received anything from you other than newsletter updates,4
6401,text me with your name i lost all my contacts,0
6402,i m just feeling so damn blah today i hate it,0
6403,is loving summertime,4
6404,about to walk to southwestern,0
6405,i lost my voice too,0
6406,only lame kids get grounded what did you do i youuu,4
6407,powell yes i have been using for a little over a year and i love it it helps me keep track of where i waste my money,4
6408,out and bbq in the cooold weather,0
6409,i hope you feel better,0
6410,she s got really beautiful eyes hope she s a good as a person as the step father cheers za,4
6411,buzzin it happy birthday dafne,4
6412,if it passes then we can put all the stupid people in bars and let them at each other this works because we are smart,4
6413,even through this storm i m gonna learn to dance in the rain,4
6414,i was wondering when ur bday was adds to calendar,4
6415,i m waiting for it too maiden rose ftw,4
6416,no but fucking soderling is,0
6417,birthday din for the cuz with the fam,4
6418,twuuuuuuuuuuuuuuuuuuuug you good morning i just heard about the concert cancels,0
6419,bleh not much princeton review for that sat s i was grounded alllllll day what are you up to,0
6420,well i am wondering about just packing one pair of trousers and multiple librarian cardigans don t have any grey ones though,0
6421,did not get any sleep last night so tired,0
6422,gem you missed it,4
6423,i am now going to two banks then doctors at wish me luck immm sooo nervous i don t want anything to be wrong,0
6424,wishing i was at the today show,0
6425,yes couldn t see it due to cloud cover watched on nasa tv though,0
6426,i m probably going to do my homework now and then watching the mtv awards,4
6427,hey hon you ok d you want us to do the legwork here find clinic locations call cab find mr p i m worried,0
6428,just bought ciara s new album fantasy ride and it s pretty hot and sexy everyone should go buy a copy,4
6429,yeah but at least they know you re into britney,4
6430,dont bother found it sucks pay and go cant use tethering,0
6431,i think they are musical guests like letterman i m gonna youtube tomorrow can t stay awake this time,0
6432,ooc if you want to play neelix for the voyager rp group dm me and i can get you in touch with the rpg coordinator,4
6433,sooooo nice out going to work,0
6434,sat in salon getting the barnet changed exciting times,4
6435,really enjoyed the wynton marsalis masterclass at curtis and meeting wynton,4
6436,coaching soccer in the rain today,0
6437,awhhh tiffy feel better loveee,0
6438,out running errands wit the fam,4
6439,waitin in for a delivery so boring,0
6440,shit i missed the post office today too i m sorry if i could just throw it in i would but i dunno how much it weighs,0
6441,you are the reason that i breathe ivej,4
6442,me is at work during sl s bday festivities what am i missing peeps secondlife,0
6443,luvv you so mad i never saw you when you were in vancouver im on team jacobbb ps nice abs,4
6444,awesome thanks so much the pictures look great,4
6445,unfortunately probably just bits and pieces they always show stupid commercials during it i wish they wouldn t,0
6446,what should i do today its saturday i dont have much fun choices do hw take sis to park go to gramas clean room ugh nothing fun,0
6447,wait till weds the rain is guna be worse,0
6448,sorry for my terrible writing in the last post but the limit,0
6449,watching a movie with mark liz and archie i miss my chris,0
6450,mind you all of the are much smarter than me if they cant handle it that only makes me feel that more i cant,0
6451,blaring musica real loud as ya ll know i won t be able to do that when baby salazar comes,4
6452,food poisoning blowssss,0
6453,is nurse jackie online anywhere i don t have showtime,0
6454,kelly no doubt have a blessed day even tho its ugly outside,4
6455,my hubby would want to fight you for the impala especially if it s that blue green color,4
6456,arghh i m the only one at work today this is without doubt going to suck yay for wednesday,0
6457,i follow you guys you follow me okay please,4
6458,gravity john mayer making me feel a little better nikia,4
6459,jay oh thats not good hope it will get better,0
6460,happy mother s day i m also thinking of my grandma grandpa today,4
6461,ironically your post is en ingles,4
6462,owww how i miss back in the days hanging out with how time flys by,0
6463,have fun,4
6464,my stomach hurts,0
6465,and now i missed on q because my facebook wouldnt load stupid laptop,0
6466,oh well next time you re around give me a call and we ll go for a chat,0
6467,i just got some sad newws feel like crying right now my legend of a great uncle died last nite r i p love u so much xxxxxxxxxx,0
6468,looking at bc twitter accounts branding,0
6469,the dude did not win the car,0
6470,cute guy who gets my train asked me for my number then we chatted as we walked to work good start to the day,4
6471,gooodnightt,4
6472,am i part of them,0
6473,i hope my sayang won t get soak wet in the rain,0
6474,paul and i all have purple ish teeth from wine we are going to try and find an ocean apparently its only aves away,0
6475,thanks,4
6476,i prefer to call it twitterworld and yes i am proud addict,4
6477,you want ittt you got ittt,4
6478,i think the ayatollah has blocked the site i can t connect to it,0
6479,going to conn to get my passport its dismal out,0
6480,but i m sitting right next to you,0
6481,i am new and i am still getting used too that thomas left vfc,0
6482,i moved from qld to adelaide cause employment in my area wasn t good and nobody dependable or friends,0
6483,sorted out the room issue we ll have a new flatmate from sunday,4
6484,theme,4
6485,i predict a lot of suckage in my future,0
6486,at work most likely able to make practice speed,4
6487,watchin movie awards,4
6488,hmmm i have all these black squares on my computer,4
6489,you re welcome guys,4
6490,i at least deserve the title of that crazy stalker bitch from australia,4
6491,suppper dupper boriiing can t wait for summer,0
6492,aw poor thing,0
6493,just found out they are closed on mondays working on a backup plan,0
6494,good morning world everything seems so much better now that my space is more organized ugh don t want to go to work missing him ily,0
6495,thanks was surprised you weren t there sat we ended up at the beat how scandalous,4
6496,you d better start biting bay and i are on today s most powerful vampire list,4
6497,you get there sis i know you will patience is key right now but it will pay off big time in the long run,4
6498,ble though,4
6499,your album,4
6500,alas my voice has alluded me and i am nothing but a squeak when i try and talk if you find it make sure to tell her to go home sigh,0
6501,just made myself some pasta it was awful,0
6502,just watched the halo odst and halo reach trailers at p why do they make me wait,0
6503,so sad about my big problem,0
6504,giving ms dfish all pennies and a dime for my report card i feel fairly evil lol,4
6505,serbia good morning study for me today pfff i wont have time not even for poophing,0
6506,rarecatbreeds com updated,4
6507,cali no way where when i want to go i m going week after next,4
6508,ok that great how long is the flight long flight s give me a terrible cigarette craving,0
6509,no i don t because u scare me,0
6510,the sun is shining and i have an entire sunday to enjoy my my the possibilites,4
6511,lol i know i took your word so what i m allowed,4
6512,relaxing on this rainy sunday,4
6513,i am bored going to bed night all,4
6514,finally some rest on the last day of the long weekend,4
6515,i do appreciate everythign the place looked great and thanks again for everything,4
6516,you need a bit of gravity on that n dude yeah good night,4
6517,both sports sync d drinking and tiddlywinks to be practised at friday s party,4
6518,oh goodness being sick sucks i should totally be at project graduation,0
6519,i miss my brother i worry about him,0
6520,no had about hours sleep last night so none of my muscles want to work haha,0
6521,wishes kim would hurry up finish her shower it s raining i really need the loo,0
6522,reddit isn t letting me login,0
6523,baaah good morning within hours i m going to see the d concert experience ok guys get ready for my screams lol,4
6524,getting ready to bike over and drink some scotch good thing i m not driving,4
6525,yay it s pay day tomorrow,4
6526,twitterific is not letting me login,0
6527,i have a headache,0
6528,in the countryside,4
6529,i love that movie,4
